web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1695389149-1","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4 Zimmer, 92 m², CHF 2340.—","8404 Winterthur, ZH","CHF 2340.—","«MÖBLIERT: 4 ZI-WOHNUNG IN WINTERTHUR - OBERWINTERTHUR»","MIETDAUER ab 1. Januar 2024 (mind. 3 Monate) Kein Wlan vorhanden, da ich alles mit Hotspot bediene, 92m², im 2. Stock, 1 Balkon, 1 eigene Garage, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60467/English: ums.ch/offer-detail/60467/Français: ums.ch/offre-detail/60467/"
"1695389149-2","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1,5 Zimmer, 36 m², CHF 2100.—","Zürcherstrasse 143, 8406 Winterthur, ZH","CHF 2100.—","«BUSINESS APARTMENT - FULLY FURNISHED»","An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 1.5-Zimmer-Wohnung. Die Wohnung ist einem modern saniertem und grosszügigen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt zudem über eine Loggia, grosse Dusche mit Glastrennwand, moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich zahlreic"
"1695389149-3","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4,5 Zimmer, 89 m², CHF 2490.—","Freiestrasse 57, 8406 Winterthur, ZH","CHF 2490.—","«Top moderne und gehobene Wohnung»","Wir vermieten per 1. Oktober 2023 oder nach Vereinbarung eine moderne 4.5-Zimmerwohnung im 2. OG mit grossem Home-Office Raum im Dachgeschoss (kann auch als zusätzliche Wohnfläche oder Spielfläche genutzt werden). Die Wohnung besticht mit einem durchdachten Raum- sowie Materialisierungskonzept und verfügt über einen top Ausbaustandard. Die Highlights kurz zusammengefasst:- Heller Plattenbelag im Wohn-/Küchenbereich und Schlafzimmer- Stillvolle weisse Küche mit Granit-Abstellfläche, Glaskeramikherd, Backofen und Steamer und Kühlschrank mit Gefri"
"1695389149-4","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 97 m², CHF 2171.—","Neustadtgasse 1a, 8400 Winterthur, ZH","CHF 2171.—","«Leben im Zentrum von Winterthur»","Sind sie auf der Suche nach einem neuen Zuhause im Herzen von Winterthur? Dann haben wir das perfekte Objekt für Sie! Mitten in der Altstadt von Winterthur vermieten wir eine gemütliche 3.5 Zimmer-Wohnung. Die Wohnung im 3. Obergeschoss erreichen Sie mit dem Lift und via Treppe gelangen Sie in das Studio, welches im Dachgeschoss liegt. Die Wohnung bietet Ihnen folgende Highlights:praktischer Grundrissoffene Küche mit Geschirrspüler, Glaskeramikherd und hochliegendem Backofenoffener Wohn-/Essbereich eigener Waschturmzentrale LageFür einen Besich"
"1695389149-5","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 171 m², Preis auf Anfrage","Ernst-Jung-Gasse 16B, 8400 Winterthur, ZH","Preis auf Anfrage","«Erstbezug in 3.5 Zimmer-Maisonette-Wohnung in Winterthur»","Wir bieten per Juni 2023 dieses aussergewöhnliche Duplex-Apartment an, welches sowohl als reines Büro/Atelier wie auch als reiner Wohnraum genutzt werden kann. Es befindet sich in der neuen Lokstadt Überbauung und ist sehr zentral gelegen. Die Siedlung bietet viele Opportunitäten und befindet sich wenige Gehminuten vom Bahnhof Winterthur entfernt. In der unteren Etage findet man eine offene und moderne Küche mit höchstem Ausbaustandard sowie eine grosszügige Wohnfläche mit einem separaten Nassraum. Über die Wendeltreppe wird man in den oberen B"
"1695389149-6","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","2,5 Zimmer, 55 m², CHF 1770.—","Wülflingerstrasse 155, 8408 Winterthur, ZH","CHF 1770.—","«Urbanes Wohnerlebnis»","Per sofort oder nach Vereinbarung vermieten wir diese schöne 2.5-Zimmerwohnung im Herzen von Winterthur. Die Wohnung bietet Ihnen folgende Annehmlichkeiten: - Schlafzimmer mit Laminatboden- Küche und Nasszelle mit pflegeleichtem Boden- Grosses Wohnzimmer mit viel Tageslicht- Helles und geräumiges Zimmer- Küche mit Glaskeramikherd, Geschirrspüler, und ausreichend Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank und Dusche- Korridor mit praktischen Einbauschränken- Waschküche und Trockenraum zur Mitbenutzung Haustiere"
"1695389149-7","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","2,5 Zimmer, 55 m², CHF 2450.—","Tössfeldstrasse 67, 8406 Winterthur, ZH","CHF 2450.—","«Exklusives Business Apartment»","An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 2.5-Zimmer-Wohnung. Die Wohnung ist einem modern saniertem und grosszügigen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt zudem über einen Balkon, grosse Badewanne, Reduit in der Wohnung, moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich"
"1695389149-8","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1,5 Zimmer, 36 m², CHF 2100.—","Zürcherstrasse 143, 8406 Winterthur, ZH","CHF 2100.—","«BUSINESS APARTMENT - Voll möbliert»","An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 1.5-Zimmer-Wohnung. Die Wohnung ist in einem modernen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt über eine Loggia, grosse Dusche mit Glastrennwand, eigene WM/TU, eine moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich zahlreiche Restau"
"1695389149-9","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 88 m², CHF 1990.—","Wieshofstrasse 24, 8408 Winterthur, ZH","CHF 1990.—","«Renovierte Altbauwohnung in Wülflingen»",""
"1695389149-10","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 85 m², CHF 2716.—","Hirschweg 35, 8405 Winterthur, ZH","CHF 2716.—","«MODERNE Attika-Wohnung in Winterthur!»","Diese schöne Attika-Wohnung befindet sich in Winterthur im Stadtkreis Seen. Diverse Einkaufsmöglichkeiten, Restaurants und Schulen befindet sich in unmittelbarer Nähe. Das Einkaufszentrum Shopping Seen ist in 4 Fahrminuten oder 12 Minuten zu Fuss erreichbar. Der Autobahnzubringer ist nur in zwei Fahrminute entfernt. Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich. Highlights:moderne Küche mit hochwertigen Geräten lichtdurchfluteter Wohn-/EssbereichB"
"1695389149-11","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1,5 Zimmer, 46 m², CHF 2200.—","Kanzleistrasse 57, 8405 Winterthur, ZH","CHF 2200.—","«Modernes Design Business Apartment»","In Winterthur Seen vermieten wir ein hochwertig möbliertes 1.5-Zimmer-Apartment mit 46 m2 Wohnfläche. Das Apartment befindet sich in einer rundum erneuerten Liegenschaft gleich neben dem S-Bahnhof Winterthur Seen. Grosse Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt über eine geräumigen Balkon, eine grosse Badewanne mit Dusche, eine abgetrennte und moderne Küche sowie einen individuellen Grundriss. Bei diesem Apartment kann ein Autoabstellplatz dazugemietet werden.Der S-Bahnhof befindet sic"
"1695389149-12","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1,5 Zimmer, 46 m², CHF 2200.—","Kanzleistrasse 57, 8405 Winterthur, ZH","CHF 2200.—","«Modernes Design Business Apartment»","In Winterthur Seen vermieten wir ein hochwertig möbliertes 1.5-Zimmer-Apartment mit 46 m2 Wohnfläche. Das Apartment befindet sich in einer rundum erneuerten Liegenschaft gleich neben dem S-Bahnhof Winterthur Seen. Grosse Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt über eine geräumigen Balkon, eine grosse Badewanne mit Dusche, eine abgetrennte und moderne Küche sowie einen individuellen Grundriss. Bei diesem Apartment kann ein Autoabstellplatz dazugemietet werden.Der S-Bahnhof befindet sic"
"1695389149-13","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4 Zimmer, 100 m², CHF 3125.—","8400 Winterthur, ZH","CHF 3125.—","«MÖBLIERT, TEMPORÄR: 4 ZIMMER-DACHWOHNUNG IN WINTERTHUR - STADT»","MIETDAUER ab 1. Januar 2024 bis 30. Juni 2024 (mind. 6 Monate) Erleben Sie den Charme der historischen Altstadt von Winterthur in dieser einzigartigen 4-Zimmer-Wohnung! Die Wohnung ist komplett möbliert und bietet Ihnen ein komfortables und stilvolles Wohnen, 100m², im 3. Stock, mit Lift, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60158/English: ums.ch/offer-detail/60158/Français: ums.ch/of"
"1695389149-14","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","4,5 Zimmer, CHF 2200.—","Tösstalstrasse 234, 8405 Winterthur, ZH","CHF 2200.—","«4.5 Zimmerwohnung zu vermieten in Winterthur Seen befristet bis März 2024»","Wir vermieten an sehr guter Lage in Winterthur Seen eine 4.5 Zimmerwohnung - befristet bis März 2024 mit Küche, Bad / WC, Wohnzimmer und weiterem Raumangebot.Einkaufsmöglichkeiten, Gastronomie, Schulen und Tankstellen auch in der Nähe.Haben wir Ihr Interesse geweckt? Rufen Sie uns an für einen Besichtigungstermin.Wir freuen uns auf Sie!Westdoor AG"
"1695389149-15","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 80 m², CHF 2232.—","8400 Winterthur, ZH","CHF 2232.—","«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN WINTERTHUR - WÜLFLINGEN»","MIETDAUER ab 3. Januar 2024 bis 17. Mai 2024 (mind. 4 Monate) Charmante Altbau Wohnung im Erdgeschoss in einem ruhigen & freundlichen Quartier mit viel umliegender Natur & trotzdem nah am Bahnhof, 80m², im 1. Stock, 1 Terrasse, Garten, Gartensitzplatz (zur Mitbenützung), Öffentliche Parkplätze in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60119/English: ums.ch/offer-detail/60119/Français: ums.ch/offre-detail/60119/"
"1695389149-16","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","2,5 Zimmer, 62 m², CHF 2220.—","8400 Winterthur, ZH","CHF 2220.—","«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN WINTERTHUR - VELTHEIM»","MIETDAUER ab 4. Dezember 2023 bis 23. Februar 2024. Gemütliche 2 1/2 Zimmerwohnung im Quartier Veltheim, unmittelbar in der Nähe der Busstation Bachtelstrasse, Bahnhof Winterthur in 10 Minuten und Einkaufsmöglichkeiten in 5 Minuten zu Fuss erreichbar, 62m², im 1. Stock, Gartensitzplatz (zur Mitbenützung), 1 eigener Parkplatz, Öffentliche Parkplätze in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60152/English: ums.ch/offer-detail/60152/Français: u"
"1695389149-17","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3,5 Zimmer, 78 m², CHF 2090.—","Wülflingerstrasse 233a, 8408 Winterthur, ZH","CHF 2090.—","«Charmante, helle 3.5 Zi Maisonettwohnung mit Gartensitzplatz»",""
"1695389149-18","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","2,5 Zimmer, 55 m², CHF 2350.—","Eichliackerstrasse 8, 8406 Winterthur, ZH","CHF 2350.—","«Business- Appartement möbliert zu vermieten»","Wir vermieten eine modern möblierte 2.5 Zimmer Wohnung in Winterthur.Das 2.5 Zimmer Apartment liegt an zentraler und ruhiger Lage, in der Nähe des Hauptbahnhofes und Autobahnanschluss Winterthur-Töss.Zürich erreicht man mit dem Zug in weniger als 15 Minuten.Die Wohnung liegt Nahe des Naherholungsgebietes Töss. Das Apartment ist ausgestattet mit Internetanschluss, Internettelefon, Digital-TV, Radio-CD-Player, DVD, moderner Küche mit Granitabdeckung, GK, GS, Nespresso-Kaffeemaschine.Besichtigungen finden nach Vereinbarung statt."
"1695389149-19","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","2 Zimmer, 47 m², CHF 1770.—","Neumarkt 7, 8400 Winterthur, ZH","CHF 1770.—","«Altstadtwohnung am Neumarkt»",""
"1695389149-20","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1 Zimmer, 18 m², CHF 995.—","Unterwegli 7, 8400 Winterthur, ZH","CHF 995.—","«modern möbliertes Zimmer im Zentrum von Winterthur»","Per sofort verfügbares möbliertes Zimmer in Winterthur. Sie können bequem alles zu Fuss erreichen.Alle Nebenkosten sind im Mietzins inklusive. Ein kostenloses WLAN ist ebenfalls im Mietzins inklusive.Komplett möbliert mit schnellen WLan, grossem LCD TV etc. sehr modern!Wie benötigen keine Betreibungsauszüge oder Referenzen. Wir geben allen Menschen eine Chance."
"1695389149-21","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","8,5 Zimmer, 214 m², CHF 4730.—","Hobelwerkweg 43, 8404 Winterthur, ZH","CHF 4730.—","«Clusterwohnungen»","Es geht los - wir starten mit der Vermietung im Hobelwerk!Die Baugenossenschaft mehr als wohnen realisiert auf einem ehemaligen Industrie-Areal in Oberwinterthur ein neues «Leuchtturmprojekt», das Hobelwerk. Auf rund 15'0000 Quadratmetern Land entstehen 5 Häuser mit mehr als 160 Wohnungen mit ganz verschiedenen Grössen und Zuschnitt. Dazu gibt es Gewerberäume und viele gemeinschaftlich genutzte Flächen. Neue Wohn- und Arbeitsformen werden, genauso wie Mitwirkung, Gemeinschaft und Nachhaltigkeit, gefördert. Viele weitere Informationen zur Genoss"
"1695389149-22","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","3 Zimmer, 50 m², CHF 1600.—","Langwiesenstrasse 16, 8408 Winterthur, ZH","CHF 1600.—","«3-Zimmer-Wohnung in Winterthur-Wülflingen zu Vermieten»",""
"1695389149-23","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1 Zimmer, CHF 950.—","8400 Winterthur, ZH","CHF 950.—","«günstiges möbliertes Zimmer in Winterthur»","Wir bieten Ihnen ein gepflegtes möbliertes Zimmer in Winterthur an. Die Wohnung wird wöchentlich wird - und dieser Service ist bereits in der Miete enthalten. Sauberkeit ist uns sehr wichtig!Das Zimmer ist hell und modern eingerichtet, mit einem bequemen Bett, einem Tisch mit Stuhl, einem grossen Kleiderschrank, Lampen, einem Regal und einem LCD-TV. Sie erhalten zudem kostenloses WLAN.Alle Nebenkosten, einschliesslich Strom, Wasser und Heizung, sind in der Miete enthalten.Sie teilen sich das Badezimmer und die Küche mit freundlichen und ruhigen"
"1695389149-24","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=6","1 Zimmer, CHF 1300.—","Obergasse, 8400 Winterthur, ZH","CHF 1300.—","«Studio im Zentrum von Winterthur»","Mitten in der Altstadt vermieten wir schöne Studios. Sie können bequem alles zu Fuss erreichen. Die Hochschulen bzw. der Hauptbahnhof sind ebenfalls in wenigen Gehminuten erreichbar.Alle Nebenkosten sind im Mietzins inklusive. ein kostenloses WLAN ist ebenfalls im Mietzins inklusive.Ihr Studio wird vor dem Einzug neu gestrichen. Die Küche und das Badezimmer sind etwas älter aber in einem einwandfreien und gepflegten Zustand. Ein Lift ist vorhanden.Wir machen keine Massenbesichtigungen, sondern nehmen uns für jeden einzelnen Interessenten persön"
"1695389153-25","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2,5 Zimmer, 65 m², CHF 1930.—","Wässerwiesenstrasse 22, 8408 Winterthur, ZH","CHF 1930.—","«2.5-Zimmer-Wohnung im Gartenhof Quartier»","Diese 2.5-Zimmerwohnung im 3.Stock befindet sich in der Siedlung Gartenhof in Winterthur und bietet folgende Annehmlichkeiten. - Moderne Küche mit Glaskeramik und Geschirrspüler- Eigener Waschturm- Eine Nasszelle- Balkon- Feinsteinzeugplatten in den Nasszellen und in der Küche- Matt versiegelten Eichenparkett in Wohn-, Schlafzimmer und Korridor- Kellerabteil- Einstellplatz kann für CHF 140.- / 190.- dazugemietet werden Bitte nehmen Sie zur Kenntnis, dass es sich um Musterfotos handelt. Die Überbauung Gartenhof bietet idealen Lebensraum für alle"
"1695389153-26","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3,5 Zimmer, CHF 1840.—","Im Schützenbühl 3, 8405 Winterthur, ZH","CHF 1840.—","«Wohnen im Grünen und doch Stadtnah!»","Sind Sie auf der Suche nach einer Wohnung zum wohlfühlen? Dann ist diese Wohnung genau das Richtige für Sie! Nachstehendes und vieles mehr bietet Ihnen die Wohnung im Schützenbühl:- Helle Küche mit Geschirrspüler- Geräumiges Badezimmer mit Badewanne und Fenster- Helle und grosszügige Räumlichkeiten- Gemütlicher Balkon zum verweilenDesweitern befinden sich diverse Einkaufmöglichkeiten in Gehnähe.Wir freuen uns auf Ihre Kontaktaufnahme, damit wir einen Besichtigungstermin vereinbaren können."
"1695389153-27","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3 Zimmer, 70 m², CHF 1860.—","8406 Winterthur, ZH","CHF 1860.—","«MÖBLIERT, TEMPORÄR: 3 ZI-WOHNUNG IN WINTERTHUR (ZH)»","MIETDAUER ab 1. Januar 2024 bis 30. Juni 2024 (mind. 5 Monate) 70m², im 3. Stock, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60581/English: ums.ch/offer-detail/60581/Français: ums.ch/offre-detail/60581/"
"1695389153-28","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2,5 Zimmer, 70 m², CHF 2160.—","8400 Winterthur, ZH","CHF 2160.—","«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN WINTERTHUR - STADT»","MIETDAUER ab 1. Oktober 2023 bis 31. Dezember 2023. sehr helle und wunderschöne Altbauwohnung, zentral (5 Min. vom Bahnhof), im 4. Stock, mit eigenem Balkon und Dachterrasse zur Mitbenutzung, 70m², im 4. Stock, mit Lift, 1 Balkon, Öffentliche Parkplätze in der Nähe. Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60603/English: ums.ch/offer-detail/60603/Français: ums.ch/offre-detail/60603/"
"1695389153-29","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","1 Zimmer, 32 m², CHF 920.—","Wurmbühlstrasse 12, 8405 Winterthur, ZH","CHF 920.—","«Grosszügige 1-Zimmer-Wohnung mit Balkon!»","Besichtigungstermine:Mittwoch, 27. September 2023 von 19:00 - 20:00 UhrDonnerstag, 28. September 2023 von 19:00 - 20:00 UhrPer 01.12.2023 wird diese grosse 1-Zimmer-Wohnung in Winterthur-Seen frei. Der Bahnhof Seen sowie diverse Einkaufsmöglichkeiten sind in Gehdistanz.Die Wohnung verfügt über:- Einbauküche- Bad/WC- grosszügiges Entrée- Balkon- KellerabteilHaben wir Ihr Interesse geweckt? Dann nehmen Sie an dem oben genannten Besichtigungstermin teil. Eine Voranmeldung ist nicht nötig."
"1695389153-30","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2 Zimmer, 56 m², CHF 1473.—","Lindenstrasse 22, 8400 Winterthur, ZH","CHF 1473.—","«Zentral und in ruhiger 30er Zone»",""
"1695389153-31","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2,5 Zimmer, 45 m², CHF 1380.—","Strittackerstrasse 16, 8406 Winterthur, ZH","CHF 1380.—","«Helle 2.5 Zimmerwohnung in Stadtnähe Winterthur»","Die Besichtigung findet - ohne Voranmeldung - wie folgt statt:Samstag. 23. September 2023 von 10.00 Uhr bis 11.00 UhrBitte klingeln Sie bei Kuna. Ihre Fragen werden gerne vor Ort beantwortet.Diese 2.5-Zimmerwohnung mit ca. 45m2 befindet sich in familienfreundlicher Umgebung. In der Siedlung gibt es verschiedene Möglichkeiten, die zum Spielen und Verweilen einladen. Im Quartier befinden sich Kinderhort, Kindergarten und Primarschulen. Zum Bahnhof Töss und zur Bushaltestelle gelangen Sie in wenigen Gehminuten. In nächster Umgebung befindet sich d"
"1695389153-32","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","4,5 Zimmer, 107 m², CHF 2500.—","Im Grüntal 10, 8405 Winterthur, ZH","CHF 2500.—","«Ihr neues Zuhause im Grüntal-Quartier»","Die Besichtigungen finden ohne Voranmeldung wie folgt statt:- Montag, 25.09.2023, 18:00 Uhr - 19:30 UhrGerne dürfen Sie bei den Mietern Del Gaizo / Maina klingeln. Ihre Fragen werden Ihnen gerne vor Ort beantwortet.Im sonnigen und ruhigen Quartier in Winterthur vermieten wir diese grosszügige 4.5-Zimmerwohnung per 1.12.2023 oder nach Vereinbarung.Die Wohnüberbauung "" Im Grüntal"" befindet sich inmitten des Quartiers im Grüntal. Die Bushaltestelle Grüntal ist direkt gegenüber der der Überbauung. Die Umgebung ist sehr familienfreundlich und bietet"
"1695389153-33","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","5,5 Zimmer, 153 m², CHF 3059.—","Gernstrasse 32, 8409 Winterthur, ZH","CHF 3059.—","«wohnen mit Charme in Riegelbau»","Ab dem 1. Dezember 2023 vermieten wir diese tolle 5.5-Zimmerwohnung im 1. OG mit ca. 153m2 Wohnfläche.Folgendes erwartet Sie:-Grosser Wohn-/Essbereich mit offener Küche-Küche mit Granitabdeckung, Glaskeramikherd, Geschirrspüler und Steamer-Eingangsbereich, Wohn-/Essbereich/Küche und Nasszellen mit Plattenböden-4 Schlafzimmer mit Parkettboden -Cheminée-Grosses Badezimmer mit Badewanne, Dusche und Doppelwaschtisch-Separates WC mit Dusche-Balkon-Eigenes Kellerabteil-Lift-Waschküche zur Mitbenützung (WM/TB)* Bemerkung zum Grundrissplan:Keine Gewähr"
"1695389153-34","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3,5 Zimmer, 86 m², CHF 2350.—","Riedhofstrasse 45, 8408 Winterthur, ZH","CHF 2350.—","«Neue moderne 3.5-Zimmerwohnung an zentraler Lage»",""
"1695389153-35","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3,5 Zimmer, 82 m², CHF 1690.—","Stadlerstrasse 58, 8404 Winterthur, ZH","CHF 1690.—","«Grosszügige lichtdurchflutete 3.5 Zimmerwohnung»",""
"1695389153-36","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","2,5 Zimmer, 65 m², CHF 1490.—","Rankstrasse 11, 8408 Winterthur, ZH","CHF 1490.—","«Loft in Winterthur»",""
"1695389153-37","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","4 Zimmer, 80 m², CHF 2300.—","Schaffhauserstrasse 83, 8400 Winterthur, ZH","CHF 2300.—","«Zwei Reisevögel fliegen aus! (möbliert)»",""
"1695389153-38","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3,5 Zimmer, 110 m², CHF 2940.—","8400 Winterthur, ZH","CHF 2940.—","«MÖBLIERT, TEMPORÄR: 3½ ZI-WOHNUNG IN WINTERTHUR - VELTHEIM»","MIETDAUER ab 1. November 2023 bis 1. November 2024 (mind. 10 Monate, nach Absprache) Nebst atemberaubender Aussicht und Sonnenstunden auf der Terrasse, einer super Lage bietet die Wohnung alles was man für ein Jahr in Winterthur braucht, 110m², im 2. Stock, 1 Terrasse, Gartensitzplatz (zur Mitbenützung), 1 eigener Parkplatz, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60554/English: ums.ch/offer-detail/60554/Français: ums.ch/offre"
"1695389153-39","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","3 Zimmer, 77 m², CHF 1927.—","Hammerweg 1, 8404 Winterthur, ZH","CHF 1927.—","«Ruhige Wohnlage und doch sehr zentral»","Die Wohnung befindet sich in einem gepflegten Mehrfamilienhaus. Sie ist ideal für Einzelpersonen oder ein Paar, die eine optimale Anbindung an den öffentlichen Verkehr zu schätzen wissen. Die S-Bahn ist in 15 Gehminuten erreichbar, der Bus in 5 Gehminuten. In unmittelbarer Nähe befinden sich Einkaufsmöglichkeiten. Für Ihre Wohnqualität: - Parkett in Wohn-/Schlafzimmer - Küche mit Glaskeramikherd und praktischen Einbauschränken - Badezimmer/WC - Einbauschrank in Korridor - Sonniger Balkon - Kellerabteil für zusätzlichen StauraumZusätzlich auf Wu"
"1695389153-40","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=5","4,5 Zimmer, 112 m², CHF 3970.—","Ernst-Jung-Gasse 18, 8400 Winterthur, ZH","CHF 3970.—","«ERSTBEZUG - Exklusive zentralgelegene 4.5-Zi. Eigentumswohnung»",""
